FondsID,SubfondsID,SeriesID,Container,No,Title Original,Title English,Date of Creation (YYYY),Date of Creation (MM),Date of Creation (DD),Date of Creation2 (YYYY),Date of Creation2 (MM),Date of Creation2 (DD),Creator,Collector,Type,Genre,Extent,Description Level,Language,Description/Annotation/Abstract,Temporal Coverage1 (YYYY),Temporal Coverage2 (YYYY),Spatial Coverage1,Spatial Coverage2,Spatial Coverage3,Geo Coordinates,"Subject (Event, Topic, Corporate body, Location outside of YU)",Subject (Person),Privacy/Access,Internal Note,Preview
,,,,,,,,,,,,,,,,,,,,,,,,,Vukovar ,"45.345238,19.00102",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubljana,"46.056947,14.505751",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Nova Kasaba,"44.215018,19.116571",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
205,4,120,5,5,Politics: Foreign relations: General,,1993,1,4,1993,11,15,Wall Street Journal|Daily Telegraph|The Economist|Die Presse|Die Zeit|Eastern Europe Newsletter|Ost Europa|Newsday|Borba|Washington Times|Der Spiegel|Financial Times|The Spectator|Politika|Frankfurter Algemeine Zeitung|Vreme|Večernji List|NIN|Die Welt|Oslobođenje|,Open Media Research Institute,Textual,newsletters|agency news|press clippings|research study|,94,Folder,English|Serbian|German ,The majority of Serbs supports the nationalist leadership|Balkan leaders urge to stop the Bosnian war|Four federal ministers talk about the sanctions against Yugoslavia|How big impact on the neighboring states do the sanctions against Serbia and Montenegro have?|Russian officials claim that the Muslim side is braking the agreement|How will the property of Tito’s Yugoslavia be separated|Aleksa Đilas: The Yugoslavism will survive Yugoslavia|What the west must do in Bosnia?|Reply on the call for war against Serbia by Serbian intellectuals published in the Wall Street Jounral|,1993,1993,,,Beograd,"44.786568,20.448923",Barbarism|War|Economy|Demonstrations|War chronology|The communists|Recogntiion|United Nations|Sanctions|Herceg-Bosnia|War crimes|Balkan Economic Summit|Sea Embargo|UN ultimatum|SRS (Serbian Radical Party)|Isolation|Vance-Owen plan| Bombing|IMF(International Monetary Fund)|Trade loss|Instability|Balkanisation|NATO (North Atlantic Treaty Organization)|CSCE (Conference on Security and Co-operation in Europe)|Diplomacy|SPS (Socialist Party of Serbia)|Nostalgia|Yugo-Nostalgia|SOROS Fundation|,"Fyodorov, Andrei|Özal, Turgut|Lord Owen, David|Wałęsa,Lech|Christopher, Warren|Kinkel, Klaus|Yeltsin, Boris|Milošević, Slobodan|Šešelj, Vojislav|Ćosić, Dobrica|Kučan,Milan| Broz Tito, Josip|Izetbegović, Alija|Hadžić, Goran|Babić, Milan|Stojanović, Radoslav|Panić, Milan|Stojić, Simo|Dimitrijević, Milan|Bingulac, Zoran|Gordić, Slavko|Pavić, Milorad|Isaković, Antonije|Drašković, Vuk|Kovačević, Radovan|Popović, Tomislav|Jovanović, Vladislav|Dačić, Ivica|Kontić, Radoje|Vllasi, Azem|Vlahović, Jovica|Katić, Žarko|Đilas, Aleksa|Dedijer, Stevan|Tuđman, Franjo|",,,Vladislav Jovanović: Yugoslavia was destroyed by Europe
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubljana,"46.056947,14.505751",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Skopje,"41.997346,21.427996",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zadar,"44.119371,15.231365",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ohrid,"41.123098,20.801648",,,,,
205,4,120,5,6,Politics: Foreign relations: General,,1994,1,3,1996,11,12,Frankfurter Algemeine Zeitung|Vreme|Politika|Danas|The Guardian|Die Presse|Journal of Commerce|Neue Zürcher Zeitung|Le Monde|Frankfurter Rundschau|Wall Street Journal|Die Zeit|NIN|The London Times|Süddeutsche Zeitung|The Independent|Daily Telegraph|New York Times|Le Figaro|International Herald Tribune|Nedjeljna Dalmacija|Financial Times|Naša Borba|Nedeljna Borba|Liberation| ,Open Media Research Institute,Textual,agency news|press clippings|research study|,187,Folder,German|Serbian|English|French|Croatian|,"Vladislav Jovanović: we do not support a decision for sanctions against Croatia|The sanctions on Former Yugoslavia costly for neighboring states|Anti-West demonstrations organized in Belgrade|Nikola Šainović claims that the policy of pressure on Yugoslavia has been ineffective|Miša Milošević proposed an action for the Serbs in the diasporas whose motto is “one dollar daily for the homeland”|Teams of media experts from American companies work on propaganda that defends the interests of Slovenia, Croatia, Bosnia and Herzegovina and the Albanians from Kosovo|The West discusses the possibilities for lifting the sanctions against Yugoslavia|Major powers ease sanctions on Belgrade|French newspapers claim that the Muslim government in Sarajevo is preparing a state according to the Quran|Milošević met with the ministers of foreign affairs of Great Britain and France|Interview with Vladislav Jovanović: how much does Bosnia cost?|Vladislav Jovanović stated that Bosnia might get peace in the spring|Serbia rejects the latest plan put forward bz the big powers to end the war in Bosnia|Milošević is ready to recognize Slovenia and the “Republic of Skopje”, which according to the terminology of brotherhood Athens, should refer to the Former Yugoslav Republic of Macedonia|  ",1994,1996,,,Beograd,"44.786568,20.448923","Serbian-Hungarian border|Economy|Foreign currencies|Deutsch Mark|Diplomacy|CSCE (Conference on Security and Co-operation in Europe)|NATO (North Atlantic Treaty Organization)|United Nations|Airstrikes| Embargo|Duty on ships|Protest|Macedonian-Greek name issue|Churkin, Vitaly|Serbian-Russian relations|Anti-fascism|Massacres|Propaganda|Media war|Peace negotiations|UNHCR (United Nations High Commissioner for Refugees)|UNPROFOR (The United Nations Protection Force)|Recognition|Independence|Culture|","Boross, Péter|Jeszenski, Géza|Clinton, Bill|Kohl, Helmut|Kozirev, Andrei|Kinkel, Klaus|Boutros-Ghali, Boutros|Carrington, Peter|Hurd, Douglas|Holbrooke, Richard|Kontić, Radoje|Unković, Milorad|Pavlović, Milivoje|Jovanović, Vladislav|Simić, Željko|Lord Owen, David|Milošević, Slobodan|Đinđić, Zoran|Karadžić, Radovan|Marković, Mihailo|Šainović, Nikola|Milošević, Miša|Lukić, Milislav|Tuđman, Franjo|Pajić, Zoran|Mladić, Ratko|Matović, Jovan|Petrović-Poljak, Želimir|Pavić, Radovan|Maksić, Milivoje|Šahović, Milan|Biserko , Sonja|Jovanović, Živadin|Milutinović, Milan|Lilić, Zoran|",,"WRONG/MISSING DATA:The ""Year end"" data of this entry should be corrected in the catalog according to the indications in this database.",An epidemy of identity crisis (Epidemija krize identiteta)
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Banja Luka,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Skopje,"41.997346,21.427996",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bihać,"44.811963,15.868565",,,,,
205,4,120,6,1,Politics: Foreign Relations: Albania-Austria,,1992,0,0,1995,0,0,Oslobođenje|Die Presse|The Independent|Politika|Borba|Večernji List|New York Times|The Guardian|Novi Vjesnik|Die Welt| ,Open Media Research Institute,Textual,press clippings|agency news|,65,Folder,Serbian|German|English|,"Andrej Mitrović speaks about the Yugoslav cultural history and the possibilities for creation of new European forces|Vienna and Bonn have been for years trying to destroy Yugoslavia|Milan Panić on an official visit of Austria|Panić plans media war against Milošević|Interview with Vladislav Jovanović: the Yugoslav foreign minister attacked the politics of official Vienna|interview with the Austrian ambassador in Belgrade|Albanian leader tells Bush about his fear of Serbia|Demostrations in Tirana against the visit of Panić of Albania: they demand recognition of the independence of Kosovo|Border killings threaten calm on Yugoslav-Albanian border|Albanian officials accuse that Serb helicopters violate the airspace|Albania is provoking conflicts on the border with FR Yugoslavia|Stanko Kostić, border control worker on the Yugolavian-Albanian border was killed in ambush|The Serbs in Albania are forced to forget their orthodox origin|Sali Berisha warns on rising tensions in Kosovo| ",1992,1995,,,Beograd,"44.786568,20.448923",Diplomacy|Geopolitics|Culture|Sanctions|Vance-Owen plan|Indpendence|Protests|Autonomy|Unrest|Border conflict|Inter-ethnic tension|Ethnic incidents|CSCE (Conference on Security and Co-operation in Europe)|,"Mitrović, Andrej|Panić, MIlan|Milošević, Slobodan|Kostić, Stanko|Lilić Zoran|Pavičević, Vladimir|Savović, Margit|Isaković, Antonije|Mock, Alois|Heider, Jörg|Berisha, Sali|Bush, George|Rühe, Volker|Major, John|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sremski Karlovci,"45.181036,19.944269",,,,,
205,4,120,6,2,Politics: Foreign Relations: Balkans,,1993,0,0,1993,0,0,Borba|,Open Media Research Institute,Textual,press clippings|agency news|,4,Folder,English|Serbian|,Belgium calls for more sanctions on Serbia|Why is Milan Panić offering a Balkan Union?|Athens proposes new solutions of the Yugoslav crisis|Fear of war spawns rash of Balkan pacts|,1993,1993,,,Sarajevo,"43.856259,18.413076",Sanctions|Union|Balkan Economic Union|Conflicts|Peace|Infrastructure|Cooperation|,"Berisha, Sali|Manginas, Vasilis|Mitsotakis, Konstantinos|Panić, Milan|Simić, Predrag|Gligorov, Kiro|Bulatović, Momir|Stanišić, Zdravko|Svorcan, Milan|Izetbegović, Alija|",,,
205,4,120,6,3,Politics: Foreign Relations: Bosnia-Herzegovina,,1992,5,26,1993,9,11,Toronto Globe and Mail|Washington Post|Die Presse|The Independent|Večernje Novosti|Politika|Frankfurter Algemeine Zeitung|Vreme|International Herald Tribune|,Open Media Research Institute,Textual,press clippings|agency news|,61,Folder,Serbian|English|German|,Milošević has been singled out by the United States as chief agent behind the war in Bosnia|Milan Panić called Izetbegović on peace talks|Panić claims that Yugoslavia recognizes Bosnia and Herzegovina in its borders|The Serbian leadership uses the break for military preparations|The Vance-Owen plan for Bosnia and Herzegovina has not been accepted|Ćosić comments the rejection of the Vance-Own plan by the parliament Bosnian  Serbs: of all the bad decisions this is the worst one!|The Serbian government announces that the help to Republika Srpska will only be provided in medicine and food|Milošević and Tuđman claim that a confederation of three republics is the only solution for peace in Bosnia and Herzegovina|,1992,1993,,,Beograd,"44.786568,20.448923",War|Independence|UNPROFOR (The United Nations Protection Force)|Recognition|Radio Zagreb|Siege of Sarajevo|Vance-Owen plan|Dignity|Moral integrity|Peace agreements|Border control|Humanitarian aid|Church|Religion|Geneva conference|Geneva peace negotiations|,"Stoltenberg, Thorvald| Morillon, Philippe|Kinkel, Klaus|Mitsotakis, Konstantinos|Christopher, Warren|Milošević, Slobodan|Karadžić, Radovan|Tuđman, Franjo|Panić, Milan|Izetbegović, Alija|Šešelj, Vojislav|Ćosić, Dobrica|Milinović, Goran|Matović,Vladimir|Boban, Mate|Bulatović, Momir|Šainović, Nikola|Kecmanović, Nenad|Lord Carrington, Peter|Demirel, Süleyman|Pešić, Vesna|Popov, Nebojša|Kontić, Radoje|Krajišnik, Momčilo|Đinđić, Zoran|Marković, Mihailo|Kalezić, Dimitrije|Đogo, Gojko|Milošević, Nikola|Koštunica, Vojislav|Čanak, Miloš|",,,Serbs have a hangover (Mamurni Srbi)|
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bijeljina,"44.756951,19.215022",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Karlovac,"45.492897,15.555268",,,,,
205,4,120,6,4,Politics: Foreign Relations: Bosnia-Herzegovina,,1994,3,3,1997,3,8,Washington Post|Borba|Večernji List|Die Zeit|Der Tagesspiegel|The Economist|New York Times|The Guardian|Vjesnik|Der Standard|Associated Press|Frankfurter Rundschau|Politika|Süddeutsche Zeitung|Boston Globe|Daily Telegraph|The Independent|Frankfurter Algemeine Zeitung|Baltimor Sun|Financial Times|Neue Zürcher Zeitung|Les Échos|Vreme|Le Monde|The European|Los Angeles Times|Wall Street Journal|Oslobođenje|International Herald Tribune|The Observer|Naša Borba|,Open Media Research Institute,Textual,press clippings|agency news|,169,Folder,English|Serbian|German|French|,"Milošević claims that Bosnian Serbs are unlikely to join a Croat-Muslim federation|Milošević condemned NATO airstrikes against Bosnian Serbs|Italian newspaper announces evidence of Belgrade’s connections with the war in Bosnia|Aleksa Buha: we are not interested in a union between the Muslim-Croat Federation and the Bosnian Serb Republic|The socialists and the communists joined by Drašković, appeal to Karadžić to accept the peace plan|Serbia threat to cut ties with Bosnian Serbs|Momčilo Krajišnik qualifies the pressure coming from Serbia to accept the peace plan as “blackmailing”|The leadership of Republika Srpska sent a letter to the Serbian Government: you are on your way to commit a crime against your own people|Serbia breaks ties with the Bosnian Serbs|When did the distancing from Karadžić politic started?|The Bosnian Serbs are islolated|Dreams of Greater Serbia turn to ashes|Milošević talked with delegation from Republika Srpska about accepting the plan of the contact group for territorial separation and constitutional solution in Bosnia and Herzegovina|Milošević agrees deal for Serbs to remove weapons|An agreement has been reached in New York on the future constitution of Bosnia anf Herzegovina|Serbs run secret camps|Izetbegović and Milošević meet and try to stabilize the diplomatic relations| ",1994,1997,,,Beograd,"44.786568,20.448923","Croat-Muslim confederation|War|Washington agreement|Embargo|NATO (North Atlantic Treaty Organization)|JNA (Yugoslav People’s Army)|Refugees|Peace plan|UN Sanctions|War crimes|Nationalism|Economy|Hurd, Douglas|Juppé, Alan|Geneva Peace Plan|Vance-Owen Plan|Kozyrev, Andrei|Annink, Rob|Arming|MIlitary|Soldiers|Great Serbia|Serb against Serb|Borders|Isolation|Bosnian Serbs|SPS (Socialist Party of Serbia)|Religion|JUL (Yugoslav Left)|Studio B|Media|Television|Pellnas, Bo|Stoltenberg, Thorvald|SANU (Serbian Academy of Sciences and Arts)|History|","Văcăroiu, Nicolae|Iliescu, Ion|Milošević, Slobodan|Drašković, Vuk|Karadžić, Radovan|Jovanović, Vladislav|Tuđman, Franjo|Ostojić, Velibor|Koturović, Dušan|Adžić, Blagoje|Buha, Aleksa|Krajišnik, Momčilo|Ekmečić, Milorad|Lukić, Vladimir|Marković, Mirjana|Akashi, Yasushi|Đinđić, Zoran|Ćosić, Dobrica|Šešelj, Vojislav|Peterle, Lojze|Mladić, Ratko|Marjanović, Mirko|Perišić, Momčilo|Mihajlović, Dušan|Plavšić, Biljana|Abdić, Fihret|Lilić, Zoran|Banac, Ivo|Čavoški, Kosta|Koštunica, Vojislav|Izetbegović, Alija|Kontić, Radoje|Granić, Mate|Šaćirbegović, Muhamed|Hurd, Douglas|Juppé, Alan|Kozyrev, Andrei|Annink, Rob|Pellnas, Bo|Stoltenberg, Thorvald|Holbrooke, Richard|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Goražde,"43.668544,18.974854",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Brčko,"44.872656,18.810628",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubljana,"46.056947,14.505751",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Loznica,"42.996376,21.944034",,,,,
205,4,120,6,5,Politics: Foreign Relations: Bulgaria,,1992,4,15,1995,8,14,Borba|Frankfurter Algemeine Zeitung|Vjesnik|Christian Science Monitor|The Independent|Associated Press|The Guardian|Le Figaro|,Open Media Research Institute,Textual,press clippings|agency news|,64,Folder,Serbian|English|German|French|,Bulgaria calls for aid to ethnic Bulgarians in Serbia|Official Bulgaria is categorical: the conflict in Former Yugoslavia should be solved by political means|Bulgaria finally starts enforcing tighter sanctions against Yugoslavia|Bulgaria demands a transit corridor through Yugoslavia|Excerpts from an interview with Zhelyu Zhelev|The Bulgarian government disapproves the meeting of the deputy prime minister Neycho Neev with  Yugoslav officials|prime minister says Bulgaria deserves embargo break|Bulgaria pushes in the UNSC for compensation for the countries affected by the Serbian sanctions|Yugoslavia asks Bulgaria to mediate for lifting of sanctions|Five people were killed in a shoot-out at the Serb-Bulgarian border|Serbs illegally buy gas in Bulgaria|Bulgarian officials are investigated for violating UN sanctions|,1992,1995,,,Beograd,"44.786568,20.448923",Diplomacy|Embassy|Embargo|Sanctions|Isolation|Trade|United Nations|UNSC (United Nations Security Council)|NATO (North Atlantic Treaty Organization)|European Union|Economy|Fuel smugglers|Railways|,"Savić, Srđan|Milošević, Slobodan|Kontić, Radoje|Ganev, Stojan|Enchev, Velizar|Dobreva, Valentina|Markov, Marko|Zhelev, Zhelyu|Blankenhagan, Torsten|Berov, Ljuben|Todorov, Marin|Ikonomov, Dimitar|Neev, Neycho|Alexandrov, Valentin|Maximov, Ivan|Tonev, Atanas|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Skopje,"41.997346,21.427996",,,,,
205,4,120,6,6,Politics: Foreign Relations: CEI [Central European Initiative] - CE [Council of Europe],,1992,0,0,1996,0,0,Naša Borba|Borba|Politika|,Open Media Research Institute,Textual,press clippings|agency news|,19,Folder,English|Serbian|,Đinđić claims that Yugoslavia has chances to be accepted in the Council of Europe|Panić expects that Russia and China will oppose the possible demand for exclusion of Yugoslavia from the United Nations|Report on the official visit of Milan Panić of China|Beijing would like further development of the cooperation with Yugoslavia|Milan Panić finished the official visit of China|China favors lifting of sanctions of Yugoslavia|Zoran Lilić visited China|Li Peng to visit Belgrade this year|Report on the expansion of the Central European Initiative|,1992,1996,,,Beograd,"44.786568,20.448923",Council of Europe|Central European Initiative|DS (Democratic Party)|United Nations|Diplomacy|Peace actions|,"Peng, Li|Đinđić, Zoran|Panić, Milan|Šainović, Nikola|Lučić, Blagoje|Olić, Teodor|Šaranović, Mihajlo|Đukić, Ilija|Lilić, Zoran|Kontić, Radoje|Milošević, Slobodan|Muratović, Hasan|Milutinović, Milan|",,,
205,4,120,6,7,Politics: Foreign Relations: Croatia,,1992,1,13,1996,8,31,Die Presse|New York Times|Novi Vjesnik|Politika|Borba|Financial Times|Frankfurter Algemeine Zeitung|International Herald Tribune|Die Welt|Neue Zürcher Zeitung|Vjesnik|Slobodna Dalmacija|Vreme|Le Monde|The Guardian| ,Open Media Research Institute,Textual,press clippings|agency news|,148,Folder,English|German|Serbian|Croatian|French|,"The quarrel between Milošević and Babić is just a new strategy of the Serbian regime|Report on the Serbian politics after the international recognition of Croatia|Panić is supportive of the recognition of Croatia under several conditions: he claims that the relations between Croatia and Yugoslavia will easily be normalized|Memorandum of the Presidency of Yugoslavia regarding the Croat engagement in Bosnia and Herzegovina|Tuđman sets conditions for international negotiations|Panić criticized the agreement between Tuđman and Izetbegović|The problem regarding Prevlaka has been solved|Belgrade signs second pact with Croatia|The talks between Dobrica Ćosić and Franjo Tuđman in Geneva are a huge step towards normalization of the relations between the two countries|Serbia did not resign from the defense of Krajina|The Serb-Croat accord is seen as pressuring the Bosnian Muslims|Mate Granić and Vladislav Jovanović signed an agreement for normalization of the relations between Croatia and Yugoslavia|Thre years after the emergence of the war in croatia, FR Yugoslavia and Croatia establish diplomatic relations|Mate Granić cancels for the second time his visit of Belgrade|The Yugoslav Federation attacks Croatia for disgraceful treatment of Serbs|Mate Granić: Croatia is ready to negotiate the Z-4 plan|FR Yugoslavia decries the aggression of Croatia in Krajina|Franjo Tuđman: Croatia accepted the continuation of Yugoslavia|Announcement for the opening of the Belgrade-Zagreb highway |Serbs and Croats agree on mutual recognition|",1992,1996,,,Beograd,"44.786568,20.448923",War|European Community|Recognition|Indepenence|International community|Vance-Owen plan|Peace plan|Arming|Agression|Demilitarization|United Nations|Prevlaka|Geneva summit|Protected zones|UNHCR (United Nations High Commissioner for Refugees)|Refugees|HDZ (Croatian Democratic Union)|UNPROFOR (The United Nations Protection Force)|HVO (Croatian Defense Council)|Intellectuals|Z-4 plan|Borders|Yugoslav inheritance|SDS (Serb Democratic Party)|,"Boutros-Ghali, Boutros|Babić, Milan|Stoltenberg, Thorvald|Milošević, Slobodan|Jović, Borisav|Tuđman, Franjo|Gregurić, Franjo|Panić, Milan|Jovanović, Vladislav|Perišić, Miodrag|Zulić, Muhamed|Boljkovac, Josip|Dabčević Kučar, Saška|Paraga, Dobroslav|Gligorov, Kiro|Kučan, Milan|Ćosić, Dobrica|Kovać, Oskar|Milas, Ivan|Jure Radić|Lekić, Miodrag|Marković, Zvonimir|Mesić, Stipe|Meštrović, Mate|Cesar, Ivan|Boban, Mate|Karadžić, Radovan|Bulatović, Momir|Granić, Mate|Knežević, Veljko|Bulajić, Radoslav|Madžar, Ljubomir|Selenić, Slobodan|Popović, Tomislav|Simić, Željko|Marendić, Božo|Milutinović, Milan|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Skopje,"41.997346,21.427996",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubljana,"46.056947,14.505751",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,6,8,Politics: Foreign Relations: CSCE [Conference on Security and Cooperation in Europe] - Danmark,,1992,0,0,1996,0,0,Naša Borba|Frankfurter Rundschau|Borba|The Daily Telegraph|Politika|Frankfurter Algemeine Zeitung|,Open Media Research Institute,Textual,agency news|press clippings|,39,Folder,English|Serbian|German|,Havel denies having spoken against the Serbian nation|Belgrade to impose visas for Czech citizens|interview with Václav Havel|Yugoslavia and the Czech Republik to soon mutually abolish the visas|Cyprus is a refuge for Serbian managers|The Serbian Parliament rejects the decries for aggression in Bosnia coming from CSCE|CSCE will decide on the membership status of Yugoslavia within this organization|Yugoslavia claims that it will not attend the July summit of CSCE|Only Russia is against the exclusion of Yugoslavia from CSCE|Yugoslavia decided not to participate on the CSCE summit|USA demands that the observers of CSCE remain on Kosovo|Vladislav Jovanović claims that Yugoslavia does not have a single soldier anymore in Bosnia and Herzegovina|CSCE approves the formation of peace keeping forces in the crisis areas in Bosnia and Herzegovina|Yugoslavia was suspended from the CSCE|,1992,1996,,,Beograd,"44.786568,20.448923",Refugees|Deserters|Visa regime|Agression|JNA (Yugoslav People’s Army)|OSCE (Organization for Security and Co-Operation in Europe)|CSCE (Conference on Security and Co-operation in Europe)|Helsinki|Ultimatum|Military intervention|Economic sanctions|Great Serbia|Helsinki meeting| Ceasefire|Human rights observers|UNSC (United Nations Security Council)|,"Havel, Václav|Klaus, Václav|Christopher, Warren|Boutros-Ghali, Boutros|Kontić, Radoje|Šešelj, Vojislav|Obradović, Pavić|Tomić, Jovan|Jovanović, Vladislav|Pavićević, Vladimir|Milošević, Slobodan|",,,Albatros na zemlji (Albatros on earth): interview with Vaclav Havel|
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,6,9,Politics: Foreign Relations: EC-EU [European Community - European Union],,1992,0,0,1996,0,0,The London Times|Vjesnik|New York Times|The Guardian|Die Welt|Danas|Financial Times|Philadelphia Inquirer|Handelsblatt|Süddeutsche Zeitung|Frankfurter Algemeine Zeitung|Frankfurter Rundschau|The Observer|Novi Vjesnik|Der Standard|Borba|Washington Post|NIN|The Times|Politika|Die Presse|Večernji List|Die Tageszeitung|Stuttgarter Zeitung|The Independent|The European|The Christian Science Monitor|Slobodna Dalmacija|Wall Street Journal|,Open Media Research Institute,Textual,agency news|press clippings|,229,Folder,English|Serbian|German|Croatian|,Vladislav Jovanović talks about the status of Serbs in Croatia|Vladislav Jovanović accuses the European Community for a biased conduct in handling the Yugoslav crisis|Radoman Božović expressed his dissatisfaction from the international recognition of Croatia and Slovenia|Carrington sets peace deadline|Serbs raise new Yugoslavia on the ashes of the old one|Milošević met with carrington in Strasbourg to discuss an immediate ceasefire in Bosnia and Herzegovina|Opening of the London conference of Yugoslavia|Six thousand UNPROFOR soldiers to be sent to Bosnia|Panić claims that MIlošević should either adopt the peace plan or resign|After London: who won?|Continuation of the London Conference in Geneva|The European Community and the United Nations agree on a strategy for Yugoslavia|Lord Carrington: there are no innocents in the war in Yugoslavia|Owen looks for a “Middle East” solution for Serbia and Croatia|Belgrade supports the German-French peace initiative|The latest plan of Europe for Bosnia is flawed|Lilić talked in front of the committee of the European Parliament|The members of the European diplomacy rejected Milošević’s conditions|The European Union annulled the sanctions against FR Yugoslavia|The states of the European Union normalize their relations with Yugoslavia|All countries of former Yugoslavia have an equal right of its heritage|,1992,1996,,,Beograd,"44.786568,20.448923",European Community|European Union|UN intervention|United Nations|Recogntion|Independence|Peacekeeping forces|Trade|Weapon|IMF (International Monetary Fund)|CSCE (Conference on Security and Co-operation in Europe)|Civil war|Ethnic war|UNSC (United Nations Security Council)|Sarajevo airport|Sanctions|Humanitarian aid|Herzeg-Bosnia|Cantonization|London Conference|Peace conference|Ethnic cleansing|UNPROFOR (The United Nations Protection Force)| Blame|Council of Europe|NATO (North Atlantic Treaty Organization)|Inheritance|,"Pinheiro, Joao de Deus|Santer, Jacques|Delors, Jacques|Kohl, Helmut|Vance, Cyrus|Lord Carrington, Peter|Hurd, Douglas|Boutros-Ghali, Boutros|Milošević, Slobodan|Drašković, Vuk|Čanak, Nenad|Jovanović, Vladislav|Jović, Borisav|Božović, Radoman|Tuđman, Franjo|Šeparović, Zvonimir|Mihajlović, Kosta|Silajdžić, Haris|Ćosić, Dobrica|Panić, Milan|Karadžić, Radovan|Koljević, Nikola|Kostić, Jugoslav|Bulatović, Momir|Kljuić, Stjepan|Gligorov, Kiro|Jovanović, Dragan|Izetbegović, Alija|Tauran, Jean-Louise|Magaš, Branka|Mladić, Ratko|Lilić, Zoran|Colombo, Emilio|Eagleburger, Lawrence|Major, John|Kinkel, Klaus|Goulding, Marrack|Stoltenberg, Thorvald|Claes, Willy|Papandreou, Andreas|",,,Serbian minister on status of Serbs in Croatia|
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Goražde,"43.668544,18.974854",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Skopje,"41.997346,21.427996",,,,,
205,4,120,7,1,Politics: Foreign Relations: France,,1992,0,0,1996,0,0,New York Times|Los Angeles Times|Libération|Le Monde|Die Tageszeitung|Politika|Borba|Le Figaro|,Open Media Research Institute,Textual,press clippings|agency news|,26,Folder,English|Serbian|French|German|,France declines to widen its role in the Balkans|What did Mitterand promise to Milošević|Paris is against the nullifying of the embargo|France supports the initiative of Milošević for releasment of the UN members in Bosnia|France supports the initiative of Milošević for releasment of the UN members in Bosnia| France blames Milošević for blocking the peace making process in Bosnia|Chirac sends an ultimatum to Milošević|,1992,1996,,,Beograd,"44.786568,20.448923","Military missions|Sanctions|Mitterrand, Danielle|Serbian opposition|Balladur, Édouard|Gore, Al|Léotard, François| F-16|United Nations|Blue helmets|Contact group for Yugoslavia|Peace|Ceasefire|Hurd, Douglas|Pilots|War|Prisoners|","Dumas,Roland|Chirac, Jacques|Milošević, Slobodan|Nikola Koljević|Drašković, Vuk|Veselinov, Dragan|Drašković, Danica|Milutinović, Milan|Karadžić, Radovan|Lord Owen, Roberts|Vance, Cyrus|Mitterrand, François|Juppé, Alain|Morillon, Philippe|Boutros-Ghali, Boutros| Albright, Madeline|Clinton, Bill|Hurd, Douglas| ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Vukovar ,"45.345238,19.00102",,,,,
